label,sentence1,sentence2,sample_index
0,"a bald man monitors a woman at a shooting range, both wearing sound muffling headphones, as she prepares to fire a gun.",The woman is shooting puppies as they fall out of the sky.,4850
0,Eight women in dresses performing a dance routine.,The women perform a waltz.,4862
0,A group of protesters picket in the road.,A group of women protesting abortion.,4864
0,Some people are walking through a narrow crevice in some rocks.,The people are swimming in the ocean.,4868
1,a soldier crouches beside a tank with a larger vehicle obscured in the background.,A soldier is crouching beside a tank.,4879
1,"The woman has a pink, feathery scarf.",the woman in a scarf,4895
1,A man in a black jacket in jeans takes a photograph of a man posing on the street in a silver suit.,a man takes a picture,4902
0,A woman an children walking on a rainy street in the city.,The woman is the mother.,4909
0,A man with a red t-shirt is dancing.,A woman is on a couch wiping away tears.,4911
0,Two women wearing airplane uniforms sitting on the edge of the road.,Two people are walking down the road in swimsuits.,4914
1,"A woman holding a magazine, is touching the outside of a wooden window frame.",A woman is outside near a window.,4919
0,Two guys getting a drink at a store counter.,Two women are eating lunch at a table.,4921
0,Two people in racing clothes and helmets are riding motorcycles.,The two people are on a golf course.,4924
1,Man in a green jacket riding a green ATV in the desert.,A man is wearing a jacket.,4927
0,A man and a woman both wearing white standing next to each other.,Two Mormons just got married in the Temple.,4929
0,a young boy wearing white shoes chasing after several chickens,Several high school girls are being attacked by protective roosters.,4940
1,Two football teams are attempting to complete a play.,Two football teams are playing a game.,4943
0,man in a boat looking at a disaster.,The man is in his living room,4944
0,A man wearing a cone shaped thatch hat is balancing two heavy items attached to the ends of a pole that is resting on his shoulder.,A young guy wearing a hat is sitting on the bus.,4948
1,Two people tend to their table of products at a street market.,Two people are at their table at a street market.,4949
0,A woman is walking down a beach near a sand sculpture.,A woman is eating an ice cream cone.,4951
0,A little girl in a pink shirt is sitting on a park bench in fall.,The girl is sleeping in her bed.,4955
0,Two men playing soccer in a grassy field.,The men are playing baseball in a grassy field.,4956
1,two women cooking up a great dish.,Women are cooking a dish.,4959
0,"A crowd of protesters in the street holding up peace signs an holding signs saying ""stop killing in Iran.""",The protesters are protesting the shortage of truly good pizza in their home town.,4961
1,A man in a white tee-shirt is looking at a charcoal grill with a bag of charcoal sitting beside the grill.,a man looks at a grill,4964
1,The stuffed gorilla is laying on top of the stack of speakers.,The speakers have something on top of them.,4966
0,People walking through a building.,People are scuba diving in the ocean.,4967
1,Man in sandals and blue shirt is bent over water.,There is a man in a blue shirt bent over.,4968
0,Three men paint the side of a large structure white using scaffolding.,Man painting a dollhouse for his daughters bedroom.,4969
0,A baby on the floor laughing at an older another child.,A pair of sisters are playing.,4970
1,A man in a uniform waves while holding a banner during an event.,The man is at an event.,4984
0,A golfer is teeing off the green.,A man is playing basketball in the grass.,4986
1,Someone having fun on their surfboard in the clear blue ocean.,someone surfing,4998
0,"a man wearing red, climbs a large rock.",A man wearing red is acting in a play.,5008
0,a bald man in a blue shirt is operating a fiery furnace.,The furnace has Daniel and the lions in it.,5015
1,Group of people sitting and standing next to a fountain.,People are sitting and standing near a fountain.,5018
1,A marching band marches through town during a parade.,A marching band marches outdoors.,5019
0,The captains of two football teams meet with the referee on the field before the game starts.,They are about to play baseball.,5028
1,A man is kayaking in the ocean on an orange kayak.,There are people in the ocean.,5030
0,Two people sit outside a shack that sells summer clothing.,due to market close no seller today,5031
1,A man is sleeping on a hammock right next to a body of water.,A man is sleeping outside.,5036
0,A child with a face painted like a tiger is making a growling looking face.,A child with their face painted like a tiger is sitting watching a baseball game.,5037
0,Two men in a garage are fixing the engine of a car.,Two men are fixing a car for their friend.,5038
0,A man in a blue shirt playing the drums and singing.,The man is playing violin.,5040
1,Ladies sitting in a row behind computers and people standing in front of them.,Ladies sitting with people behind them.,5048
0,"A young football player at practice, getting notes from his coach.",Football player attending his brother's wedding,5053
0,a man is pole vaulting in front of a white building.,A man is sitting in front of a black building.,5063
1,"A guy holding a sign, with a shopping cart.",The man is holding something.,5065
1,A person in a light green jacket carries a multicolored umbrella in an outdoor public area.,a person carries an umbrella,5076
1,A few soccer players intently watch the ball and goalie.,There are people playing soccer.,5087
1,Two men in hard hats on the roof of a building that is under construction.,there are two men on a building,5089
1,A crowd of people waiting at a train crossing.,There was a crowd at the train crossing.,5094
1,A man is skiing down a mountain with another large mountain behind him and a river between the mountains.,A man outside skiing.,5098
0,am construction worker is working on metal beams.,A worker on his lunch break,5103
0,A black and white dog is carrying a stick in a field.,A dog is sleeping on a bed.,5105
0,"A young male child with curly brown hair, hiding behind a cardboard box in a vegetable vendor's market.",The boy is sleeping.,5109
0,Lady leaning on man's shoulder inside a car.,A couple is sitting in a boat.,5120
0,The man looks very busy at his job.,The man is playing frisbee,5123
1,a woman holding a candle with a blue shirt on.,a person holding a candle,5128
1,A boy in glasses is wearing a red shirt.,A boy is wearing a shirt.,5135
1,A man in a plaid shirt with a laptop in his lap is sitting next to a table with a microscope and a circuit board on it.,A man with a laptop is by a table with a microscope.,5137
0,A man in a silky brown shirt is carving portraits into stone.,A man is preparing a stone for his auction.,5140
0,A crowd of people are waiting in line.,people waiting in line for the movies,5142
0,The sky is blue and clear.,The sky is pink,5144
1,Martial arts students practice outside building.,Students are outside.,5152
1,The two women are looking at mountains at a fence.,There are women outdoors.,5153
0,Two people compete in a wheelchair race on a city street.,Two cousins who lost their legs in a freak accident are competing in a wheelchair race.,5154
0,A young women in a purple jacket sitting on a swing in a park.,The woman on the swing is a grandmother.,5159
1,"A man in a black and red wetsuit, surfing amongst the waves.",There is a man in the water.,5165
0,A woman in a brown shirt is making rice.,The woman is stirring a pot of jello.,5168
0,A man is on top of his vehicle that is carrying pieces of plywood.,A sad man is on top of his vehicle that is carrying pieces of plywood.,5181
1,A crowd of people watching a band play music on the sidewalk.,People are outside.,5184
0,A man holding a large chunk of snow over two people on the ground.,The father and the two kids are playing on the beach.,5186
0,the man in the crane is cutting the tree down.,The man is driving a dump truck.,5190
0,A woman and a small child laying in bed.,A woman and a small child resting after dinner.,5196
0,A woman in a wedding dress getting out of a white car.,The woman is single.,5197
0,A person is scuba diving in very clear blue water.,A person is watching a school of fish swim by while scuba diving.,5201
1,"An female artist, wearing a sunhat and glasses, paints on a canvas outdoors.",A female artist wears items while painting outdoors.,5203
0,A man is painting graffiti on a building.,The man is sleeping,5208
0,"A child and a grownup, each wearing hats, play by the ocean.",Nobody has a hat,5224
1,A slender young caucasian female walks while listening to music through her headphones and iPod during a bright sunny day.,There is a female walking while listening to music on her headphones.,5227
1,A group of little girls are reading off of papers together.,A group of girls reading papers together.,5232
1,A man in a blue unbuttoned shirt is walking through a local street market that is selling various fabrics.,A man has a blue unbuttoned shirt.,5244
0,A black man in a blue shirt hold his baby in a blue wrap.,A girl rides her bike down the sidewalk.,5247
0,People around a plaza are taking picture to a monument.,The people around the plaza are starting a riot.,5256
0,A band is playing for a crown in a nighttime setting.,A band plays a lunchtime concert.,5257
1,"A woman looks out over the water dressed in a blue dress, white shirt, and green leafy headwear.",A woman wearing something on her is head is near water.,5258
1,There are construction workers working hard on a project.,There is construction work.,5259
0,"Three men are playing soccer on a field, with a fence and forest in the background.",the boys were angry,5261
1,A group of five people are riding in a canoe in a river.,Five people are in a canoe.,5262
0,a crowd is gathered around a boat at night.,People doing on a dinner cruise,5274
0,A man in a gray suit is talking in front of a microphone.,The man is in a black suit.,5275
0,A girl in a striped shirt holds a bun to her mouth.,Boy is eating a hog dog.,5277
0,Two men with black rimmed glasses making faces and eating bread.,The men are sharing a pizza.,5279
1,A man wearing a colorful suit sits on a sidewalk playing a basset horn to collect money.,A man plays an instrument.,5287
0,A woman in a light blue shirt with white sleeves cuts a watermelon.,The woman has nothing to eat.,5288
1,"Two men, one wearing a teal shirt and shin guards lay horizontally on logs with their backpacks in sight.",A man is wearing a shirt.,5289
1,A surfer in a black wetsuit holding his balance on the crest of a wave as it begins to break around him.,A person is outside.,5291
1,A child wearing a yellow shirt and striped shorts is playing in the park.,A child is playing outside.,5298
0,A woman is holding a camera and walking with a man.,A woman with a camera and a man are riding in a taxi.,5304
0,"A man in a white shirt, presumably a doctor, listens to a young woman's heart through a stethoscope.",The lawyer is yelling at the judge.,5305
0,A man sings into a microphone in front of a green light.,A man eating dinner,5306
0,"A man and a woman are seen through the fence seated at a table, staring into each other's eyes.","Two Asian men are staring at each other by a fence, ready to fight.",5312
0,The large gray colored dog is jumping on the beach.,The dog is lonely.,5317
1,A man holding a crow bar and wearing a masks looks up.,The man is holding something.,5323
1,A soccer player in a white shirt kicked a goal.,A person in a shirt.,5327
1,A child sleeps while laying on a pillow and covered up by a white comforter.,A child is sleeping.,5328
0,A blond woman wearing a green shirt and blue jeans walks away.,A woman walks away in anger.,5331
0,A person standing by fallen and moss covered trees wearing a hooded jacket.,The jacket is blue,5342
1,A bald man with a red beard holds his hand near his mouth.,a man has his hand near his face,5344
1,Construction workers stand on scaffolding.,Construction workers are on scaffolding.,5345
1,A team of rescuers wearing reflective vests descend a staircase carrying orange life preservers.,A team is wear reflective vests.,5351
1,A young boy in red swim shorts playing with sand on a beach.,A boy is on the beach.,5353
0,Two boys are playing in pool filled with sparkling blue water.,Two boys are eating lunch in the pool.,5361
1,A boy is wearing a red towel standing on the beach.,A person is at the beach.,5369
1,A bride and groom are holding hands at a wedding ceremony.,A couple is at their wedding.,5371
1,"An oriental man was wearing a jacket with many pockets, along with his green sandals.",A man wore a jacket and sandals.,5387
0,A man in an orange shirt is holding an object and speaking to a girl in a blue shirt who is looking back at him.,The man is asking the girl what she wants for lunch.,5388
1,A man with no shirt plays basketball.,A man plays a sport.,5396
1,A saxophonist and singer perform.,Two people are performing.,5398
0,The ice hockey player in white is tumbling in front of the player in blue.,girl eats candy bar,5412
0,a city of people gathered around the construction of a statue.,The people in the city gathered at the UFO museum for a concert,5417
1,"A person walks down a paved path, away from the camera, through a wooded area.",A person is walking down a paved path through a wooded area.,5422
1,Two dogs play with a Frisbee on the lawn.,Two dogs play on the lawn.,5427
1,A boy on a scooter outside a toy store.,There is a boy on a scooter.,5428
1,A man in an orange safety vest is walking towards some buildings.,A man in a vest is walking.,5431
0,One gentleman in a blue jacket and khaki shorts playing mini golf on a course with a penguin obstacle.,A man has just sunk a complicated golf shot into the mouth of a giant penguin.,5432
1,A couple women perform in the street for a crowd of people.,a couple women perform in the street,5437
0,A dozen workers wearing uniforms  & sanitation hats are working on an assembly line in a factory.,The workers are preparing for a swimming gala.,5439
1,A man stands with what appears to be a table of handbags in front of a deli in a city.,A man is in a front of a table.,5441
1,A blond girl in a purple flowered outfit and red shoes skips while on a subway car.,Someone is wearing a flowered outfit.,5443
0,"A woman walking, wearing a green shirt and jeans",The woman is sleeping.,5447
1,An older woman in a white shirt holds a red bag behind some glass.,A woman holds a bag,5451
1,A group of coworkers gather in a circle sharing a laugh.,There are people gathered,5453
1,"Barefooted, someone appears to be looking in a bathroom mirror.",A person appears to be looking in a mirror.,5454
1,Young school children are standing outdoors.,Young children are outside.,5461
1,A young toddler plays in the bathtub with bubbles and suds.,There is a young toddler.,5471
0,A dog leaps off a dock and into the water.,A dog is sleeping on a couch.,5477
1,People visiting a stadium.,People visit a stadium.,5486
0,A group of pedestrians are using a crosswalk in a city.,they hated each other,5505
0,Three people are walking on a lake shore with houses on the other side.,A group of friends are reuniting at summer camp.,5506
1,"A young, Asian man is seen playing his guitar.",A man is playing a guitar.,5510
1,A young man in white is midair on his bicycle performing a trick.,A young man in white is midair,5511
1,a young girl is playing a violin.,A young girl plays an instrument.,5513
0,"Several people loiter about on a street scene in the daytime, with motorcycles parked along the way.",A few people hanging near their favorite biker's club restaurant.,5516
0,A woman in a helmet pours from a kettle into a glass while under a hut.,A woman in a sun visor pours from a wine bottle into a cup at her house,5525
1,"A man eating an apple, sitting in public.",A man is sitting,5530
0,A black man playing a Yamaha keyboard.,The man is white,5532
0,A man wearing a white coat is talking on the telephone.,A man is talking to his mother on the phone.,5545
0,Two people sitting down on the peer behind a docked ship,the people are women,5551
1,A little boy in a construction outfit stands with his parents.,A boy is standing,5560
0,A group of young people sitting in the grass as one plays a guitar and another the violin.,The college students are unwinding and hanging out on the college quad between classes,5561
0,A group of people dressed in armor are standing on the green grass.,A group of people are swimming in the ocean.,5563
0,A little girl sits on top of a pumpkin in front of an arrangement of vivid flowers outside.,A girl is swimming.,5565
1,People standing by instruments.,Humans standing,5574
0,A man with a yellow shirt throwing a javelin.,A man is competing in the javelin tournement,5579
0,Hikers enjoy the scenery in the woods.,A man walking home from work in the city.,5581
1,"A child, outside, holding a fake weapon.",The kid is outside.,5583
1,A man is carrying a white bag and walking down a tree lined street.,A man is walking down a street,5586
0,"Band performs at the Bras Cat, Cafe Bar.",Band is playing at McDonalds.,5588
0,"Shirtless man with gray hair and blue shorts, sitting on a stool at a table, next to a red beach chair and bicycle.",The man is at the beach having lunch.,5591
0,A man sitting at a table wears a red sweater while two glasses of water rest on the table; one glass is half empty.,A man drives his car to the local restaurant.,5597
1,Someone sits behind a wall at the top of a set of wooden or cement steps.,A person sits behind a wall.,5601
0,A little person is holding a yellow flag with a red logo on it.,A person is holding the flag that will start the car race.,5603
1,The girl in a pink shirt jumps high over the grass.,A girl jumps.,5611
1,A group of women is standing around outside talking.,Women standing outside.,5622
0,A person in a green jacket it surfing while holding on to a line.,the woman in red rode the surf baord,5626
1,A man walking down the street.,The man is walking.,5630
1,A man is playing music with the drum set.,A man is near a drum.,5635
1,The large dog wading in the water and shaking.,A dog in the water.,5644
0,Group of young men playing cricket in a dirt field.,Group of men playing cricket for the national championship.,5656
1,A brown dog is walking on the grass.,A dog is outdoors.,5663
1,Bikers riding their motorcycles in a motorcycle lane amid a bustling city.,bikers riding in the city,5669
1,"Two bikers, one in black and the other with a red shirt ride down a street.",Bikers are in the street.,5671
1,Two men wearing athletic gear and ear protection are wrestling on a wooden floor.,Two people wearing athletic gear and ear protection are wrestling on a wooden floor.,5674
1,A child running on the sidewalk.,A child is running.,5677
1,A horse and its rider are jumping over white bars in a competition.,A horse is jumping,5684
0,two people walking with strollers through a park,The people pushing the strollers are women.,5688
0,"A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.",A couple walks alone outside in the sun chatting about reality tv.,5689
1,Women in formal wear sitting on a pew.,Women sitting on a pew while wearing formal wear.,5694
1,Two dogs are running in a grassy field.,There are dogs outside.,5703
0,A little brown dog runs through the grass.,The dog is swimming in a pool.,5704
0,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,5706
1,Several people watch a daredevil on a quad ride a wheelie down the street.,People watch a person on a quad.,5709
0,Large white dog running on grass,The dog is sleeping in a bed.,5714
1,People are crosscountry skiing in a single file line.,People are skiing.,5721
1,A surfer in a black wetsuit rides a wave.,A surfer rides a wave.,5724
0,Men wearing hard hats and safety vests are working.,There are men on a lunch break.,5735
0,A woman in a white and green striped hat is looking down.,A woman in hat is looking down at a cat.,5742
1,A black-striped cat is looking at a cord it has pinned with a paw.,A cat looks.,5746
1,Young boy walking through a single toned area wearing a blacked and orange coat.,a boy is walking,5747
1,Four boys are playing at a wooden playground.,There are boys on the playground.,5756
1,A dog turning to look at the camera.,A dog turns.,5758
0,A lady holding a baby in a kitchen.,A father holding his baby in the den.,5762
1,Two little boys in capes walking on a path.,two boys walk on a path.,5773
1,The child is playing hide and seek in the hay.,A child is outside.,5776
1,A boy and his younger brother playing together at the playground.,There are people playing outdoors.,5782
0,Two children ride their tricycles on a sidewalk in front of a brightly painted wall.,two kids ride their tricycles in front of their school,5784
0,"A woman and a man sit on a stone bench, with tall buildings behind them.",Two friends sit on a bench in front of New York's skyline.,5786
0,A group of people sit on blankets at a gathering.,A group of people sit on blankets at a concert.,5788
0,A woman in an apron shopping at a market.,A woman prepares to make dinner.,5789
0,A slender man holds a squirming child on a city street.,The man is the child's father.,5792
0,A group of people or students on vacation walking alone the grounds of older buildings.,The people are in the hotel room.,5795
1,A man with a yellow and green shirt is standing in front of a crowd of people.,A man stands near a crowd of people.,5797
1,"Person on a bike wearing a cone hat, with different items in the front basket of the bike and tied to the back of the bike.",A person riding a bike.,5804
0,"A bald white man wearing an apron dines alone at a restaurant table, set with a full meal and a bottle of wine.",A man with a full head of hair is dancing on top of a bridge.,5812
0,A closeup of a young dark-haired boy swimming in a pool of water.,The boy is leaping off the high diving board.,5814
1,A group of people in an office contemplating.,There are people in an office.,5822
0,An Asian woman is posing with a red umbrella in a marketplace in China.,A woman is sunbathing in California.,5827
1,A shirtless man in jeans skateboards near a concrete wall.,A man skateboards.,5828
0,The girl is sliding down a green slide.,The girl is waiting for a bus.,5831
1,Three little kids on tricycles race downhill.,There are kids outside.,5844
0,A married couple are cutting a wedding cake.,A married couple eating a steak.,5850
1,A child swinging on a playground play set.,A child is swinging on a set,5855
0,A skier carefully walks down a steep snow slope.,The skier is sitting in chair.,5856
0,Two children are playing in a bin of plastic balls.,Two children are swimming.,5862
1,A woman wearing pink is brushing a horse's coat.,A woman in pink is with a horse.,5864
0,"A man in glasses and a black leather motorcycle jacket stands in a narrow laundromat, one arm outstretched as if to balance himself, the other adjusts his glasses.",The man bought his motorcycle jacket at the Harley Davidson store.,5866
1,Two old ladies shopping for flowers as black guard looks on.,Two ladies are shopping,5871
1,A man with a beard in a gray suit and brown shirt standing in a marketplace.,A man is standing in a marketplace.,5876
0,Two women cross the street together.,Two women are jogging in the gym.,5877
0,"A weird-looking blue mascot with a big smile, sunglasses, and a Hawaiian flower shirt is among people at a sporting event who all have weird expressions on their faces.",a mascot tries to get the fans fired up,5886
0,A dark-haired woman sitting on the sofa with her head on a white pillow crying.,A dark-haired woman happily bakes a cake for her sister's birthday.,5888
0,A little girl on the beach with a shovel in hand.,The girl is inside on the chair.,5892
0,A band is on stage and the man behind the microphone has his hands in the air.,The band is practicing in a garage.,5893
1,A person is climbing to the top of a rock cliff.,A person is climbing.,5894
1,A crowd of adults in a park setting is celebrating.,A crowd is in the park.,5895
0,A girl jumps off of a diving board into a pool.,She is a lifeguard on her break.,5898
1,Two men are walking together down the street while a third eats on a nearby bench in front of a restaurant counter.,There are two men walking.,5900
0,A man wearing a green shirt is jumping his bicycle off a ramp.,A sad man wearing a green shirt is jumping his bicycle off a ramp.,5916
1,"A person wearing a straw hat stands on a stone walkway holding a broom and dustpan, sweeping the ground.","Person in a straw hat standing on a stone walkway, sweeping the ground.",5923
1,Crowds of people dancing during a street festival.,People are dancing,5928
0,A blond woman is looking at some lights.,The woman is eating a sandwich.,5930
1,A man in a blue unbuttoned shirt is walking through a local street market that is selling various fabrics.,a man is walking,5954
1,Two children are shoveling snow.,There are two children.,5960
0,A man wearing a cap and jacket passing by a taxi.,The man is sitting in a movie theater.,5971
0,A little boy in the air above another boy on the ground where a soccer ball lies at his feet with the soccer net behind them.,Two little girls are dancing ballet.,5979
0,A dog sitting in ice and snow.,A dog is sitting in the cold watching his owner shovel snow.,5980
1,A blond woman with a white tank top and white pants is holding a receipt while standing in a lobby with doors behind her.,A woman is holding a receipt in a lobby.,5981
1,A car from the Mongol Rally 2009 race.,There is a car.,5982
1,A man is standing up and spinning a piece of pottery on his pottery wheel.,The man is making a piece of pottery.,5983
0,Two men wearing vests are holding smokey torches,The vests are black and green,5984
0,5 Construction workers wearing yellow vests and blue hats are outside working.,Five young construction workers are working in the rain.,5988
0,A group of people wearing exercise clothes are having a picnic in a park.,People brought burgers.,5998
0,A lady in a white hat and sunglasses riding a bicycle.,A woman is at the beach riding her bike down the boardwalk.,6010
1,A group of children who are wearing blue are sitting in the grass and enjoying an outdoor presentation.,A group of children are outside.,6016
1,A group of people gather and holding different types of flags.,A group of people holding flags.,6017
0,Two men wearing hats with a flame at the top.,The Two men dropped their hats in water,6020
1,two children in a poor village pose on camera while a group of them is paying attention to something.,Children are posing for the camera.,6035
1,A man in a black shirt is holding a child wearing sunglasses.,A man is holding a child and wearing sunglasses.,6037
1,"A man painting a picture of buildings, people, and animals.",The man is painting.,6039
0,"A dark-haired, gray-suited man is leaning on a silver pole.",The man is ready to dance,6042
0,Three girls running on the grass between orange cones.,The girls are in a movie theater.,6043
1,Two older ladies are sitting at a bench as a gentleman walks past them from behind.,There are people sitting.,6045
1,Two blonds dressed in evening gowns and ornate hats are laughing.,Two people dressed in evening gowns and hats laughing.,6050
1,"A woman watching some people standing and sitting between two marble pillars, in front of a doorway.",A female is near some other people.,6053
0,"A man standing in a kitchen, holding a rolling pin and smoking a cigarette.","The man has never smoked in the kitchen, including today.",6059
0,Three men laugh as one falls to the ground holding a white ball.,Three men laugh as one holds a orange ball.,6060
0,Three woman and one guy in front of a stage with one woman and the guy singing into microphones.,A man is on a conference call in his office.,6063
1,A young couple is relaxing in a lobby.,a young couple are relaxing,6082
0,The two dogs in striped sweaters are outside in the snow with a red toy in front of them.,The two dogs are at the beach on a hot sunny day.,6084
0,A crying woman sitting under a yellow box.,A woman is crying after her boyfriend dumped her.,6092
0,A black female marathon runner wearing a red adidas shirt passes several onlookers.,A black female marathon runner is sitting down eating breakfast before the race,6094
1,"A man, and girl and two horses are near a contained fire.",A man and a girl are outside.,6095
0,A woman walking and drinking coffee.,Coffee is made from coal.,6100
1,A man and woman dressed up dance together outdoors.,people dance,6103
1,A young man in a yellow shirt sitting on a tricycle.,A man is sitting.,6106
1,A child is hanging upside down from an adults shoulders.,A child is on someones shoulders.,6107
0,A young man is wearing a backpack and enjoying his ice cream cone.,A young man stops at an ice cream shop on the way home from school.,6108
1,"A man is doing a headstand, balanced on a bottle, on a street corner.",A man is outside balancing on a bottle,6110
0,Two workers stand at an entrance.,The workers are swimming in the pool.,6111
0,A small boy climbing a backyard play set.,The boy is playing in the swimming pool.,6112
1,Young children playing on a stoop with a bubble maker.,Children playing with bubbles,6114
1,A woman wearing a horse costume around her body with a helmet on her head.,the woman had a helmet,6116
0,A small baby wearing sunglasses sits on an adult's lap.,The baby and its mother are sitting on the beach.,6123
1,A dark-haired boy carrying a large black trash bag over his shoulder.,a boy is carrying a trash bag,6146
0,A hockey goalie watches to players skate down ice.,The players are scared the goalie may hit a home run.,6151
0,Two dogs play in a sandy field.,Two dogs plan to bring down the government.,6152
0,Brunette woman is signing while playing a piano.,The woman is yelling while playing an instrument.,6154
0,"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background.",The game is for the  middle school semi-finals.,6159
1,A man is sitting on a couch under an expressway ledge.,A person is seated outdoors.,6160
0,A young child wearing orange balances on a snowy ledge.,Billy hides fromhis mother on the snowy ledge.,6162
1,A man in suspenders bales crops near a body of water.,A man is outside.,6166
0,a woman in a white shirt is playing tennis,A woman is playing tennis with her friend.,6171
0,A woman with a backpack crosscountry skiing.,A man plays baseball.,6174
1,Triangular blue and red flags flutter in the wind.,outdoor flags can be seen,6177
0,A performer in purple outfit clapping his hands.,The performer had just won the Academy Award.,6178
0,Workers stand around next to a forklift on break.,The workers are drunk on their lunch break.,6179
0,A man and a woman riding on an escalator making eye contact.,Two people play leap frog in a field,6182
0,Two boys and two girls jump as they have their photo taken.,Two boys and two girls have their photo taken for a birthday party.,6194
0,Two ladies in costumes pass out pamphlets.,the woman are sitting in the car,6198
1,A group of ladies stand outside with umbrellas.,A bunch of ladies are outside.,6200
0,a young woman walking down a busy street,An young woman is sick in bed.,6202
0,A person is coming down a yellow water slide into a pool.,a person slides down the slide into the pool on a saturday,6203
0,"A man and women outside, the women is in a boat and the man is holding something in his hand putting it up to the women's mouth while wearing sunglasses.",A man and women spend a romantic afternoon together at the lake.,6212
1,A group of people dancing with hands in the air.,There is a group of people dancing with hands in the air.,6216
0,Three people working on the ground work.,People are sitting in a hotel lobby.,6220
1,A group of people wearing bright orange jackets are walking in the snow.,A group of people wearing bright orange jackets are walking in the snow,6225
0,Barefoot people standing in water in front of a large piece of art featuring a face.,People stand in the pool during the face art auction.,6226
1,A child walking on a treadmill inside near a window.,There is a child walking,6233
1,A lady with brown hair in a pink shirt sleeping in a car.,There is a lady in a car.,6235
1,A man in a white t-shirt playing with a yo-yo.,A man in a t-shirt playing with a yo-yo.,6241
1,A woman in a white top and jeans promoting for CYFD by the street.,A woman promotes something.,6246
0,Children playing on a playground sliding down a slide.,Children playing on slide in school,6250
1,A man in jeans working on his knees.,A man is working.,6251
1,A young lady plays a violin solo in an urban area.,A young person plays a violin solo in an urban area.,6259
0,A person attempting a stunt using a snowboard and some wooden pallets while it is dark outside with snow on the ground.,The person is eating cheerios and watching TV shows.,6267
0,Two women and a man sit around a table at an outdoor cafe smoking.,Two blonde women sit around a table smoking.,6275
0,"A woman purchases a spool of yarn from another woman, who is selling on the side of the street.",A woman sits on her living room couch knitting a sweater.,6280
1,View of a Victorian building in the background with various people walking in the foreground.,People walking by a Victorian building.,6284
1,A pit crew clad in blue working on a racer's motorcycle.,A pit crew is working.,6289
1,A young boy colors on small sheets of paper.,A boy colors.,6295
0,A woman is laying on a red blanket in a park.,The woman is climbing a tree out of boredom.,6299
0,A little girl in a pink shirt is sitting on a park bench in fall.,The girl sitting with her mother on the bench.,6306
0,Two men practicing martial arts one has his right leg in the other man's face.,The men are sparring as part of their training for their yellow-belt test.,6314
0,Man sitting by himself in city park.,A man rides an elevator to his office.,6316
1,A white dog catches a red Frisbee in the grass.,A dog catches a Frisbee.,6317
0,A singer in a white button-down shirt is performing while a girl plays the guitar in the back.,A band of all men is playing heavy metal in the garage.,6318
0,A black dog on a rocky beach.,girl eats ice cream,6322
0,A man dances on a mat in front of a crowd.,A man shows a new dance move to his class.,6326
0,Two young men in black and white football uniforms are practicing in a green field beside a large gray building with a white stripe on the side.,Two men are practicing for the homecoming football game.,6330
0,Five individuals holding instruments and practicing music together next to a building.,The five people are eating lunch.,6331
0,Two golden brown horses pull a sleigh driven by a woman in a blue coat.,The horses are black.,6338
0,A march for a cause is happening in a city area.,The marchers are inside eating dinner.,6352
1,A man using ski gear is jumping through the air near a brick building and blue guardrails.,A man is jumping.,6354
1,A bull rider wearing a helmet at a rodeo while riding a bull,a rider in a helmet,6356
1,A child stands in front of a dancing wedding party.,A child is standing in front of people.,6361
1,A man pulls a wagon full of chairs behind him down a city street.,A man pulls a wagon down a street.,6364
0,Three members of a band performing on stage.,a band is going to dig a tunnel,6374
0,Three men on stage perform music for crowd.,Musicians practice in the garage.,6375
1,A young girl wearing a school sweeter is brushing her hair.,A girl brushes her hair.,6379
1,A boy trying to move another boy out the way of a billy goat about to butt him.,boys near goat,6389
1,A black and white dog leaping out of the water.,An animal in the water,6393
0,A group of people are running a race with a man dressed in a dragon costume.,The people are racing for Leukemia research.,6394
0,Three people walking up stairs near boat marina.,A person sits in a chair.,6402
1,There is a snowboarder doing tricks in a half pipe.,The snowboarder is doing tricks.,6405
0,A dog and sand blowing in the wind,A dog is sitting on a couch.,6418
1,The children are playing in the water.,There are kids playing in water.,6421
1,A little girl making a craft.,A little girl is crafting.,6422
0,A black and white dog is swimming through some water.,A black and white dog is swimming to grab the stick his owner threw.,6425
1,A man and woman mingle and talk to one another.,Men and women are talking,6436
1,People shopping as well as a man in the background who appears to be a business owner of the fruit stand.,people are shopping,6437
0,Overweight blond child feeds a cup of nectar to a rainbow lorikeet.,The lorikeet is black.,6441
1,A teenage boy on a bicycle does tricks.,the boy is on a bike,6450
1,Children dressed in historic military uniforms in the rain.,children in uniforms,6458
1,A woman wearing a colorful shawl on her head is using a sewing machine.,A woman is sewing.,6461
1,The girl with the wide eyes has a marker hanging from her nose.,The girl with wide eyes has something hanging from her nose.,6474
0,A man dressed in black is holding a black garbage bag and picking up items from a dirt lot.,The man is in the classroom teaching physics.,6483
0,A man with a beer in his hand and people behind him.,A woman drinks orange juice.,6487
1,A man wearing a blue uniform is paddling his kayak while standing up.,A person in a uniform,6491
0,A person putting their hair up in a busy area of a city with several telephone booths in the background.,The telephone booth is on fire.,6515
