label,sentence1,sentence2,sample_index
0,A dark-haired man in jeans and a blue checkered shirt climbs a pole along side a yellow house and approaches a clay-tiled roof.,Bluejeans are sturdy and comfortable when climbing poles.,5240
0,Lady in green caprice pants with a heavy bag standing.,There is a man sitting down at the beach.,5243
0,The little girl in the blue dress is walking with a man along a railway track.,A man and a little girl are walking to the store together.,5249
0,A brown dog making a funny face while standing on a beach.,the dog is laying down,5252
0,People around a plaza are taking picture to a monument.,The people around the plaza are starting a riot.,5256
1,"A woman looks out over the water dressed in a blue dress, white shirt, and green leafy headwear.",A woman wearing something on her is head is near water.,5258
0,A hockey player in a black jersey is going after the puck while being surrounded by hockey players in white jerseys.,The hockey players play in the NHL.,5276
1,A small crowd of people watch a guy in red shorts flip his body on a flat surface.,A man does gymnastics.,5280
1,A man wearing a colorful suit sits on a sidewalk playing a basset horn to collect money.,A man plays an instrument.,5287
1,A surfer in a black wetsuit holding his balance on the crest of a wave as it begins to break around him.,A person is outside.,5291
0,Teenager standing up with a headband on,A teen has a red headband on.,5293
0,Two people walking across a street.,Two people are sitting on the sidewalk.,5295
1,Graffiti with saying CRAZI with bright green and pink with women in a red skirt walking by.,A woman walks past graffiti.,5299
0,Lady in a blue shirt who seems happy about the paper she is holding.,The woman is reading a letter.,5301
0,"A man in a white shirt, presumably a doctor, listens to a young woman's heart through a stethoscope.",The lawyer is yelling at the judge.,5305
1,A child playing on a rope net.,A child playing on a cargo net.,5311
0,"A woman trying to block the sun, so she is able to read her laptop.",The sun makes is shining directly on the woman.,5315
0,A woman is driving her car with two dogs in the backseat.,The woman takes her dogs to the vet.,5319
0,"Two men sitting on a bench talking, with a billboard advertisement for glasses in the background.",some blind men are outside,5320
0,"A man, three women and a young girl are walking.",A man and his family of women are watching the fireworks.,5334
0,A person standing by fallen and moss covered trees wearing a hooded jacket.,The jacket is blue,5342
1,The men are waving as they are standing in snow.,It is currently cold where the men are standing.,5343
1,A man in winter clothing is laying in a pile of snow just outside a doorway.,A man lies in the snow.,5346
1,two teams of players playing basketball on a court outside.,A game of basketball is being played outdoors,5348
1,a woman sitting in the background at a table,The woman is sitting.,5352
0,"Many white people standing behind flags and a banner, next to big gray buildings.",The people are gathered for a rally.,5367
1,"A young man, dressed in black, cheering out of a crowd of people.",a man is in a crowd,5370
0,A little girl is playing near a hay bale.,A little girl is sleeping.,5372
0,"Two females, one wearing a yellow dress, the other wearing a white top and black shorts posing for a picture.",Everybody is without clothing.,5373
1,A man is standing on snowy rocks.,A man is standing outdoors.,5383
1,"An oriental man was wearing a jacket with many pockets, along with his green sandals.",A man wore a jacket and sandals.,5387
1,A girl sitting on a wall near white crosses in the ground.,A girl sitting on a wall near crosses in the ground.,5390
0,Man with brown shirt stirring something in a pot.,The man is green shirt is making something in a pot.,5392
0,A basketball team of 8 girls is doing a hand huddle.,A group of girl players are forumating a strategy.,5393
1,Two women dancing on a walkway with band in the background and pedestrians walking by,There are people dancing while others walk by.,5401
1,Two women in green shirts and brunette hair seem to have their attention held by someone or something.,Two brunettes have their attention focused on something.f,5408
0,A female rock climber free climbing a wall in shorts and a mint green top.,A female rock climber wearing a white pair of shorts.,5415
0,"A man, wearing a black shirt and striped tie, talking on the phone and reviewing paperwork.",Naked man runs down the street .,5420
1,Three girls jumping on a lawn.,People jumping outside.,5423
1,An adult man looks on as a child plays in a stream.,An adult man looking at a female child playing.,5429
0,A dog runs through the water as he looks up at the sky with his mouth open.,A dog is running through the sand on a beach.,5435
0,A young girl with face paint hitting a pinata while other children watch.,A young girl is hitting a hippo pinata.,5442
0,A dog with its mouth open is running.,A cat is running.,5445
0,A older gentleman and a young girl begin to work on a puzzle together.,Grandfather spending time with his granddaughter.,5448
0,A woman is flinging water with her hair.,A woman on the beach tosses her hair back to fling the water out of it,5449
1,A film crew is set up outside a deli building.,A film crew is setting up equipment.,5450
0,A boy in a black shirt punches a yellow punching bag while a boy in a blue sweatshirt holds the bag.,Two boys take turns using a punching bag.,5463
1,A young women and a man staring at each other.,There are two people here.,5468
1,Little boy eating chocolate ice cream.,The boy was eating ice cream.,5472
1,A young girl wearing screen printed teal tank top and white embellished summer pants walks up a sidewalk path while carrying an orange lunch box.,A young girl in a teal tank top and white pants walks outdoors with an orange lunch box.,5475
1,People visiting a stadium.,People visit a stadium.,5486
1,A man in a striped shirt wearing a strange yellow had sitting on a diving board.,A man in a hat is sitting on the diving board.,5490
1,A man dressed in gold with his gold bike stops to look at the city.,Man dressed in gold looks at city,5495
0,"A group of men in a darkened room, playing musical instruments.","A group of men in a darkened room, playing their harmonicas.",5519
1,Protesters are holding signs in Spanish.,People holding signs.,5524
1,"A man eating an apple, sitting in public.",A man is sitting,5530
1,A man in a tuxedo shirt and black sport coat tries on a rubber monster mask.,"Wearing a tuxedo shirt with a dark sport coat, a man tries on a mask.",5534
0,A man in blue clothing and a white turban rides a white horse past a vivid green tree and a orange and white house with purple fixtures.,The man is at a baseball game.,5535
1,Three dirt bike riders in a race.,people riding in a bike.,5536
1,A woman is writing on a post-it note stuck on a chart.,A woman is writing on a note to stick on a chart.,5539
0,A young woman wearing a mini-skirt and a man in a white tank top dance together.,The two people are married.,5541
0,"A woman with a brightly lettered bag spelling ""hot"" scratches her head with her back to the camera.",The woman is taking a trip.,5543
0,A football player tries diving after another player.,A football player is lying on the ground.,5548
1,A little boy in a construction outfit stands with his parents.,A boy is standing,5560
0,A little girl sits on top of a pumpkin in front of an arrangement of vivid flowers outside.,A girl is swimming.,5565
1,A handicapped man dressed in blue holding the lead in a wheelchair race versus several other paraplegic athletes.,a man is dressed in blue,5567
1,"A man and two women are sitting on the beach, the man is wearing a watch and talking on his phone, while the women are building sand castles.",Three people are sitting on the beach.,5569
1,"In this picture, a child is playing with a large blue ball.",A person is in the picture.,5575
1,A brunette woman wears a scarf and paints.,A painted woman.,5578
0,The man in blue appears to be getting directions.,A local tells a tourist how to get to a location.,5582
0,A brown building with graffiti on it.,A graffitied building.,5585
0,"Band performs at the Bras Cat, Cafe Bar.",Band is playing at McDonalds.,5588
1,Two men performing on instruments.,Two men making music using instruments.,5592
1,A person playing a trumpet in a band.,A person performs in a band.,5596
0,A brown white dog shaking water off.,The dog got wet in the rain.,5600
0,A man is looking at a piece of paper.,A man is looking at his cellphone,5604
0,A waterfall splashes into a pool at the bottom of a steep grassy hill.,a woman and child are walking road.,5618
1,A brunette with her hair in a bun is located near color coded buckets and is wearing a hoodie with a doll embroidered onto the hood.,There is a woman with dark hair.,5619
1,A group of women is standing around outside talking.,Women standing outside.,5622
1,The tan dog in a black collar runs across a field.,The dog runs through the field.,5625
0,A person in a green jacket it surfing while holding on to a line.,the woman in red rode the surf baord,5626
1,baseball players playing with kids and adults on a field.,A group of people are playing on a field.,5631
0,a man runs with his dog at a dog show.,The dog won the show.,5636
1,The large dog wading in the water and shaking.,A dog in the water.,5644
0,"A little girl is sitting in a shopping cart next to a loaf of bread, in front of the deli section of a supermarket.",A little girl sits in a shopping cart during a shopping trip.,5645
0,A group of cyclers race around a track.,Snowboarders are racing.,5655
0,Group of young men playing cricket in a dirt field.,Group of men playing cricket for the national championship.,5656
1,The blond woman in the black shirt seems to be administering an injection to a young adult wearing blue jeans.,A lady is injecting a young person.,5658
1,Asian city scene of people in street with bright lights and glass buildings behind.,The Asian city is full of sights.,5675
0,a child taking a break from playing to eat an ice cream.,A child eating chocolate ice cream while taking a break from playing.,5690
1,women using a microscope.,women are using microscopes,5691
1,A boy and woman sitting on a passenger train,a boy and woman,5699
0,A little brown dog runs through the grass.,The dog is swimming in a pool.,5704
0,Man with a striped backpack roller-skating down a busy avenue with other roller-skaters.,the candle smells lovely,5713
1,A surfer in a black wetsuit rides a wave.,A surfer rides a wave.,5724
0,A group of fishermen holding a net looking at a small batch of caught fish.,Some males are looking at silver.,5726
1,A blond little girl walks down a sidewalk with a stick in her hand.,The little girl has a stick in her hand.,5732
0,A bird's eye view of a man in a white shirt working outside.,A man is sitting in the shade.,5734
0,A woman in a white and green striped hat is looking down.,A woman in hat is looking down at a cat.,5742
0,A girl skying downhill during her vacation.,The girl is outside on top of the hill.,5745
1,The race car drivers just won a race and are popping champagne while the girl is standing there trying to stay looking pretty.,The race car driver knows how to drive,5750
1,"Two men, one dressed as a nun and the other in a short-sleeve shirt, run in an autumnal setting with a lake in the background.",two men near a lake,5752
0,A trash collector is walking down the sidewalk while carrying a large bag of trash and cleaning supplies.,He intends to clean something.,5757
1,A man is hanging by his hands.,A guy hanging using only his hands to hold on.,5759
0,A group of young people doing a pose.,The people are quite old.,5760
1,the soldier is jumping from the plane,A soldier is freefalling in the sky.,5765
0,A group of people is walking down a city street outside of buildings.,cats walk down the street,5772
1,The child is playing hide and seek in the hay.,A child is outside.,5776
1,Three Asian women wearing neck badges sit and stand underneath a red awning.,Those women are asian,5777
0,The horse on the left has white markings.,The horse on the right is black.,5779
1,A boy and his younger brother playing together at the playground.,There are people playing outdoors.,5782
0,A group of people sit on blankets at a gathering.,A group of people sit on blankets at a concert.,5788
0,A woman in an apron shopping at a market.,A woman prepares to make dinner.,5789
1,Two men with black suits going up a escalator.,Two men are going upstairs.,5791
0,The lady is wearing a blue fire department shirt.,A man wearing a dress.,5796
1,A man with a yellow and green shirt is standing in front of a crowd of people.,A man stands near a crowd of people.,5797
1,A man is on stage and blowing a Kazoo into a microphone.,The Kazoo sound is amplified through the microphone.,5801
1,A man playing guitar and a woman singing into a microphone.,a man is playing guitar,5811
0,man in a white shirt giving a speech.,A politician is giving a speech.,5854
1,A child swinging on a playground play set.,A child is swinging on a set,5855
1,A woman wearing pink is brushing a horse's coat.,A woman in pink is with a horse.,5864
1,A woman is pictured with three small children.,a women is with three small children,5870
0,Two women cross the street together.,Two women are jogging in the gym.,5877
1,A black motorcycle parked in a parking lot in front of a grass filled hill.,Black bike parked,5878
0,A person with long gray hair has a beret with beige and white wearing a blue raincoat is painting a marketplace scenery surrounded by other artists and paintings.,The young lady is coloring with her crayons.,5881
0,A little girl on the beach with a shovel in hand.,The girl is inside on the chair.,5892
1,A crowd of adults in a park setting is celebrating.,A crowd is in the park.,5895
0,A picture of a man in a green work uniform on his motorcycle taken from the window of a car next to him.,The man is looking into the car next to him.,5897
0,A girl wearing a white sweater over a gray shirt is holding her hand over her mouth as she laughs.,A girl is laughing at a funny joke.,5901
1,A swimming person is watching a child jump into a pool with blue water.,A man in the pool is watching the boy diving in.,5907
0,Two men are on a beach looking in the distance.,Two men lounging at the pool.,5913
0,A tall gray pole behind which a person wearing an orange shirt is perched on the wall and hiding his or her face with one hand.,The person is tying their shoes.,5915
1,A man wearing a blue shirt screaming or yelling with his arms raised up in the air.,A man makes a ruckus.,5917
1,A few citizens are going about their day down a neighborhood alleyway.,Some people are doing something in an alleyway.,5919
0,A brown dog is nibbling at the white dog's face.,Two dogs sit and wait for their next command.,5941
0,There is a crowd of mothers and children taking drumming lessons.,Women are children are making noises.,5947
1,A boy in a green sweatshirt and blue jeans performs a trick on a skateboard while spectators in the background are looking on.,A young man rides a skateboard.,5949
0,"A woman wearing heavy makeup stands in front of a store with a neon sign saying, ""Red Light.""",The woman wearing heavy makeup is asian.,5951
1,A man in a blue unbuttoned shirt is walking through a local street market that is selling various fabrics.,a man is walking,5954
1,"A man playing a keyboard, he has a beard and is wearing a red, green and black flannel shirt.",Man with a colorful shirt plays a keyboard.,5959
0,The tan dog is chasing a ball.,The tan cat  is chasing a ball.,5962
0,A young boy is buckled into a car seat making a silly face.,A young boy makes a silly face on the way to his grandparents house.,5966
0,A man wearing a cap and jacket passing by a taxi.,The man is sitting in a movie theater.,5971
1,A young girl in a plastic red firetruck at a fancy shoe store.,the girl is young,5975
1,A bride is placing a flower on a groom's suit.,The people are getting married.,5977
0,Two men wearing vests are holding smokey torches,The vests are black and green,5984
0,A girl with a backpack runs down the street.,A girl is laying down in the street.,5986
0,5 Construction workers wearing yellow vests and blue hats are outside working.,Five young construction workers are working in the rain.,5988
0,A woman is holding a little girl who is trying to catch bubbles.,A woman holds her daughter while she catches bubbles during her birthday celebration.,5989
0,A man sitting on the back of a truck underneath an umbrella.,A man driving a car,5997
0,A bunch of dogs are competing in a race.,Dogs racing to pull a sled.,6002
1,A small girl is sitting on the bleachers upset.,The girl is not super tall.,6012
0,"A red sign reading ""ARRIVO"" is hanging above a street.",The sign is orange.,6015
1,A group of children who are wearing blue are sitting in the grass and enjoying an outdoor presentation.,A group of children are outside.,6016
1,A man walks though an arch.,A man walks under an arbor.,6019
1,a golden retriever splashes in the water.,A dog in the water.,6024
0,A young man riding a skateboard through a park that appears to be attempting a trick.,The woman rode a motorcycle through the park.,6028
1,Two women are consulting a shopping list while stopped at the end of an aisle at Target.,Two people are shopping at Target,6031
1,two children in a poor village pose on camera while a group of them is paying attention to something.,Children are posing for the camera.,6035
1,Asian men inspect some pets at the store and are thinking about taking one home.,The men inspect the pets.,6038
0,"A dark-haired, gray-suited man is leaning on a silver pole.",The man is ready to dance,6042
1,A man walks out of a grocery store.,A man leaving a grocery store.,6047
1,A man fishing along the pier catches something as ships sail in the background.,A fisherman makes a catch.,6052
0,"A man standing in a kitchen, holding a rolling pin and smoking a cigarette.","The man has never smoked in the kitchen, including today.",6059
0,A woman sits at a desk and types on a computer.,A woman types an email.,6075
0,A woman is giving the camera a dirty look as she walks down the sidewalk.,A woman is smiling for the camera.,6078
1,A young couple is relaxing in a lobby.,a young couple are relaxing,6082
0,A boy in a red shirt with a flag on the sleeve looking through a telescope.,Nobody is looking,6089
1,A man dressed as Judge Dredd converses with a woman during a convention.,A man is talking to a woman.,6090
1,A man and a woman are riding bikes in front of a building.,a man and a woman riding bikes,6097
1,A suited man explores an art gallery.,A man in a suit explores the art gallery.,6099
0,A large crowd of people are sitting watching a dog jump high up to catch a Frisbee with a man standing under the dog looking up at it.,The crowd is small,6102
1,A young man in a yellow shirt sitting on a tricycle.,A man is sitting.,6106
1,A woman wearing a horse costume around her body with a helmet on her head.,the woman had a helmet,6116
0,a black man holding a child wrapped in a cloth.,a black man is holding an anvil.,6122
1,A man sits on a rock near mountains.,A man sits a rock and can see mountains.,6132
1,A couple teenagers having fun with a toddler in the backyard.,A toddler plays with some older kids.,6136
1,"Two men are standing in a bullpen, one wearing leather chaps and holding a helmet, the other dressed in red and black.",The men are outdoors,6150
0,Brunette woman is signing while playing a piano.,The woman is yelling while playing an instrument.,6154
1,A man in suspenders bales crops near a body of water.,A man is outside.,6166
1,A Chinese girl hand off the baton to the other young boy in this relay race for team blue.,A chinese girl is handing off the baton,6168
1,The dog begs for some food at a local restaurant.,A dog in a restaurant.,6172
0,A woman on a white horse chasing a bull.,A woman is riding a horse at the fair.,6183
1,A dog is trotting through a shallow stream,The animal runs through water.,6184
0,"A man is running on a bridge, while a dog is standing between two men on the bridge as well.",a man is being chased by a dog,6185
1,"A man, in blue, drums on a bongo while outdoors.",The man is playing music.,6190
0,A young boy stands and watches a British guardsman.,a boy is watching the chagning of the guard.,6197
0,"A man and women outside, the women is in a boat and the man is holding something in his hand putting it up to the women's mouth while wearing sunglasses.",A man and women spend a romantic afternoon together at the lake.,6212
1,Man in red looks at the butcher shop offerings for the day.,A man shops for meat.,6228
0,A young girl places a small picture into a foam backing.,A girl is holding an apple.,6229
1,A child walking on a treadmill inside near a window.,There is a child walking,6233
1,A lady with brown hair in a pink shirt sleeping in a car.,There is a lady in a car.,6235
1,Woman in blue grilling under a gazebo.,The woman is cooking outdoor.,6236
1,three people standing in line.,Some people are standing.,6238
1,A man in a white t-shirt playing with a yo-yo.,A man in a t-shirt playing with a yo-yo.,6241
0,The young child sits upon the rocks at the park.,The kid is in time out and looks sad.,6254
0,a man is posing next to a urinal with a cup of coffee.,Man being arrested for lewd acts in the restroom.,6257
0,"A young girl dressed in a purple leotard, practicing on a gymnastics balance beam.",A girl is practicing for the gymnastics championship.,6262
0,Bicyclists are standing at an intersection.,Bicyclists relax at the finish line after their race.,6265
0,A band made up of string instruments performing on an outdoor stage.,The band is famous.,6269
1,A young blond woman sitting atop a brown draft horse in the snowy mountains.,A woman on an animal in snow.,6276
0,A crosscountry skier skies up hill in a wintery landscape with frozen trees.,A water skier trails behind a motorboat on a lake,6278
1,A child with two dolls being handed to an older man with military members surrounding the pair.,A young girl gets dolls from her dad,6283
1,View of a Victorian building in the background with various people walking in the foreground.,People walking by a Victorian building.,6284
0,A young child is trying to get the attention of a pigeon.,A young child running away from a pigeon.,6287
0,Three people are gathered around a pit which has skinned animals on sticks that they are cooking.,Three people are not gathered around a pit,6288
0,Colorfully-dressed women on stage throw their hands in the air.,Women are performing for an audience.,6293
1,A policeman is on a bike waiting for the light to change.,a policeman waits at a traffic signal,6294
1,A young boy colors on small sheets of paper.,A boy colors.,6295
0,Closeup of man with glasses blowing a bubble gum bubble in a dimly lit room with a faint ceiling light in the background.,There is a man at the park blowing bubbles with his gum.,6303
1,"Three people, smiling while playing cards.",Three people playing a game.,6305
0,A baby wearing a crocheted burgundy hat sleeps on a gray mat.,The baby wore a wool hat.,6313
0,Man sitting by himself in city park.,A man rides an elevator to his office.,6316
1,Everyone is clapping in this office.,There are people in a workplace.,6320
1,A man with a plaid shirt riding a bike going down a brick road with blue fence segments in the distance.,The man is outdoors.,6327
0,Five individuals holding instruments and practicing music together next to a building.,The five people are eating lunch.,6331
0,Three boys peering through a fence with rocks behind it.,Boys are throwing rocks.,6342
1,Skiers riding a ski carousel,people are skiing,6353
1,A man sitting on grass reading a newspaper.,the man is outside in this picture,6359
0,A man in a blue shirt drives a maroon car with decals.,A man in a blue shirt drives a car hoping to get home before dark.,6368
1,Man holding blond-haired toddler up in the air.,The toddler is high off the ground.,6371
0,Three members of a band performing on stage.,a band is going to dig a tunnel,6374
1,A couple is walking up the stairs to a bridge in a downtown part of a city.,Two people walking up to a bridge.,6376
0,A black and tan dog sleeps in the car.,A dog is barking at people going past a car.,6396
0,Three people walking up stairs near boat marina.,A person sits in a chair.,6402
1,A pitcher for a baseball team throwing the ball from the pitcher's mound.,A pitcher is on the baseball diamond.,6406
0,A young girl with long blond is standing in a field holding a big white and yellow ball.,An old woman with short black hair kicks a ball.,6413
0,Two children are dressed up like characters in Michael Jackson's' Thriller' video.,The children are dressed up for Halloween.,6420
0,2 men with a hose outside in a field,Men drinking water.,6430
1,A man in a black shirt sits with his hands covering his face.,a child was there,6439
0,Overweight blond child feeds a cup of nectar to a rainbow lorikeet.,The lorikeet is black.,6441
0,A man in the city outside a building standing on the steps.,The man is waiting.,6446
0,"A lone man heads off on a high mountain trail wearing a bright red jacket, black backpack and carrying two ski poles for assistance.",The group of people are hiking in the Andes.,6456
1,A band playing on stage for a crowd of people.,A crowd of people are watching a band play on the stage.,6457
1,A man in a yellow coat is on a blue industrial crane working on the side of a tall building.,The man is wearing a yellow coat.,6467
0,The boxer wearing black gloves is kicking the boxer who is wearing gray gloves.,The boxers are resting between bouts.,6469
0,A red lit stage with a guitarist and a drummer playing.,The stage is lit in green.,6471
1,Two people sleep on a couch.,Two people are asleep.,6477
1,man in brown shirt and blue pants with a pole while two men look down at him form a fence.,The man is wearing pants.,6479
0,Two men are showing a fighting move while one man appears not to be enjoying it too much.,The men are wearing karate uniforms.,6484
1,A man wearing baseball attire attempting to catch the baseball.,A man is playing baseball.,6488
0,Musicians entertaining in a city square.,The city square is attracting people because of musicians.,6490
0,A guy on a city electric pole watching over.,The man on the telephone pole is taking a nap.,6493
0,Two ladies dancing on stage.,The two men on stage are sleeping while a crowd watches.,6506
1,Three women wearing business clothing standing in front of a window.,Three women stand outside.,6514
1,"An older man squatting outside, holding a cup, with a plate of food, personal bag, and walking stick next to him.",An older man is holding food and squating.,6524
1,a man smokes a cigarette.,A man is outside smoking a cigarette.,6525
0,Two people are dressed up in large festive outfits on the street.,they were married,6527
0,A group of standing moped riders look off into the distance.,Something is moving towards the riders in the distance.,6528
1,a group of people sitting at a sporting event.,A group of people sit at a sporting event.,6530
1,The Burro handler in taking the burros back to their stall for dinner and a rest.,The burros are being led back to their home.,6540
0,A fashionable young woman seated on a bench gazes into a makeup mirror.,A fashionable young lady does her make up while waiting for the bus.,6541
1,a man with a white covering is walking up a flight of stairs.,A human walks up some stairs.,6542
0,A big dog stands on his hand leg as tennis balls are thrown his direction.,A big dog has a tennis ball,6544
0,A young boy runs past a dilapidated building.,A boy is near a building.,6546
0,A blond woman giving a piggyback ride to a blond girl in a pink coat and headphones.,two girls are sleeping in their bedroom,6549
0,"Two men, one in a red shirt on in a blue, stand on a football field talking to each other.",The two women are talking on the soccer field.,6563
0,Two children and a black dog are playing out in the snow.,Two boys and their dog are enjoying the new snow outside.,6565
1,A young lady in a bikini walking in the water on a cloudy day.,A young lady in a swim suite walking in the water on a cloudy day.,6570
0,"A small jockey jogs along side of the horse track with his horse through the green grass, as a photo is taken next to the Sparkasse sign in a 2012 horse event.",the jockey is a woman,6573
0,Boy in black shirt holding up a piece of garbage outdoors.,The boy in the black shirt is sitting on the couch.,6585
1,Ladies are dressed in white and are all tying white scarves on their heads.,The ladies are putting on accessories to go with their dresses.,6588
0,A man is using a wheel to create pottery.,An artist is creating pottery.,6600
1,A man wearing a leather jacket and denim jeans is standing in front of a store while holding a leash with a cat on the end of it,A man is standing in front of a store with a cat on a leash.,6602
1,"A man wearing black clothes, standing and looking out over a snowy scene.",A man dressed in black looks at the snow.,6609
0,A dog wearing a striped sweater touches noses with another dog.,The two dogs are far apart.,6610
1,People are sitting and drinking wine at tables.,People are drinking wine.,6612
0,A bride is standing under an umbrella outside of a limo while being filmed.,The bride is at a funeral.,6614
0,A man in a tropical shirt with leis around his neck is holding a microphone.,A hula dancer does the limbo,6616
0,"It seems like no matter when I read this, the news is always the same.",The news in this newspaper is always the same.,6617
1,A woman in a yellow shirt helping a little girl decorate cookies.,A woman and girl decorate cookies.,6619
0,A woman walking with a balding man points ahead.,A policeman writes a ticket.,6635
0,An Asian woman sits and serves a meal that she has just prepared.,The chef just prepared a meal.,6638
0,A woman in black flips through pages of a book in a library as a girl in white wearing headphones smiles.,A girl in white is listening to music as she walks by the library.,6640
0,A little girl holding a chicken nugget with chopsticks.,An chef cooking at a homeless shelter.,6644
1,"A little girl wearing a hat, playing surrounded by a wheelbarrow with wood in the background and a building.",The wheelbarrow is near the little girl who is playing.,6645
0,A person is using a dropper to disperse colored liquid into a clear beverage.,Person making sandwiches,6652
1,Person doing street performance while handing out flyer's.,The street performer is passing out flyers.,6655
0,"A man with brown hair and glasses wearing a dark overcoat, suit and tie reading a newspaper on the subway or train.",A man is reading a news article.,6656
1,A man wearing a ninja suit plays the guitar,A man with a musical instrument.,6665
1,Several ladies talking together.,ladies talking,6667
1,Two men are working in a kitchen preparing pizzas to be cooked in the oven behind them.,Two men are cooking in the kitchen.,6668
0,Two women with wet hair are hugging and laughing together.,two sisters reunite,6674
1,Two men in black running in a race.,Two men are running together,6675
1,A man leads a lama down a street past a vendor and a man bringing out the trash.,There is a man walking a lama down the road.,6677
1,A man watching two children play out on the balcony.,Children are playing on the balcony.,6694
0,Man approaching woman wearing red polka dot shirt.,A man is going to ask a question,6704
0,Competing girls volleyball players attempt to control the ball in midair.,The girls are cheerleaders.,6709
1,"A family is standing on a stone bridge and watching the father jump off, there is a forest in the background.",The family is outdoors by a forest.,6721
0,People walk near the yellow line on the platform of a subway station.,The men are waiting for the subway train.,6722
0,Two men are chopping down weeds in their yard.,men clear yard for party,6731
0,A woman in shorts walks down a cobblestone street surrounded by colorful scenery.,A man rides a motorcycle on a dirt path.,6732
0,An Asian man is throwing a javelin in a yellow shirt.,A man is competing in a sports competition.,6736
1,a cyclist wearing sunglasses and a silver bicycle helmet competing in a race.,The bicycle marathon is taking place outside.,6737
1,A group of females standing in the kitchen.,Women are gathering.,6738
1,A gentlemen in a burgundy long-sleeve shirt is at a fruit stand selling watermelon.,A human selling.,6748
0,"A large group of people, along with a person in a rabbit costume, dancing in a fountain.",The large group is at a concert.,6764
0,A small child is being splashed by water from an inflatable pool.,Small child stands next to deflated pool.,6766
1,A flock of pigeons parades across an empty square.,Birds are walking in an urban setting.,6767
1,A man in a suit is playing bagpipes next to a young blond woman who has her abdomen exposed.,The man is playing the instrument.,6770
1,A little boy dances with a group of people behind him on a city street.,A little boy leading a dancing group outdoors.,6776
0,A man with one leg throwing a disk outdoors.,a man has no legs,6777
0,"A man surfs, the foam right behind him.",The man is trimming the rosebush out in front of his home in London.,6780
1,A man relaxes in a recliner outside while holding a croquet mallet in one hand.,a man reclines with a mallet in his hand,6783
0,"Basketball players in a stadium with the audience behind them, one player is about to slam dunk and score.",Basketball players are playing a practice game in front of family and friends.,6787
1,A man in a brown sweater and gray slacks holding a large open book with tattered pages,a man holding a book,6799
0,Two boys make silly poses next to a sign.,Two guys are making fun of a street sign.,6801
1,A father and son are flying a red kite.,A father is flying a kite with his son.,6806
1,Some teenage baseball players sit at the bench while two men appear to be speaking to them.,Some teenage baseball players sit at the bench while two men appear to be speaking to them,6807
0,This Asian man is drinking a beer and watching a guy grill.,People are having a party.,6809
0,Guy in white fuzzy jacket plays guitar while a man in purple button up sings.,two women sing opera,6812
1,a black dog splashes in the water.,a dog moves about in water,6813
1,Two men are standing: one has body modifications and the other is wearing a hat.,A man has some piercings.,6819
1,The brown dog with a blue bandanna tied around its neck is laying in the grass by the water.,A brown dog with a bandana is lying by the water.,6833
0,Three people are harvesting grass from muddy water.,Fieldworkers are harvesting rice in a paddy.,6852
1,A child in a blue uniform kicks a soccer ball.,A kid wearing a blue uniform plays soccer,6863
0,a couple cuddling in a corner on a set of stares,A couple is discussing their future.,6869
1,Woman in pink shirt holding little boy.,a woman holds a boy,6873
1,Seven men wearing cowboy hats are near the fence of a rodeo field while one contestant is in the process of roping an animal.,There are several men near the fence at a rodeo.,6881
0,An older man in blue overalls stands next to a machine as he gazes to his left off-camera.,A man is posing for a picture.,6882
1,Young girl with painted face and pigtails is sitting on a bench at water's edge.,A child has just gotten her face painted.,6891
0,A small barefoot boy standing on a circular flat decorative stone in the midst of a pebbled area that is part of a patio in a garden area.,Small boy running in a field.,6892
0,A black horse with a santa hat on top of it's head pulling a sleigh in the snow with 4 people in the sleigh.,The sleigh rides were part of a holiday festival.,6893
1,Two little boys and a baby girl sit on a striped seat outside.,Two young kids are sitting outside.,6894
0,A young lady takes time to think on a public bench.,The young lady is inside,6895
0,A man with a striped shirt that has a white bag over his shoulder is standing at a station with speakers about a TV screen and controls under the TV screen.,The man in the stripped shirt is watching TV.,6898
1,A surfer rides a huge blue and green wave.,The surfer gets wet from the waves,6904
0,A man in a cowboy hat sits on bleachers near the water and plays guitar.,"A cowboy in a hat sits on the bleachers near the lake and performs ""Carmen"" on his acoustic guitar.",6905
1,two boys on a balance beam holding a rope,Boys having fun on obstacle course.,6910
1,A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.,The people are outside,6917
0,A girl in a blue shirt and yellow shorts is jumping in the air and yelling into a microphone on a stage.,A girls jumps and yells in front of a crowd.,6921
1,two black and white dogs fighting in the snow,A couple animals are competing outside.,6924
0,"A man pushes a miniature train engine which a little boy, possibly his son, is riding down a track at a park of some sort.",a father and son play with the train,6936
1,"Asian children dressed in red and yellow, and wearing black knee pads, rollerskate outdoors over vast, shiny tile.",Children rollerskating,6937
0,A man in a black and white jacket sit on his silver motorcycle.,The man in the black and white jacket is washing his truck.,6938
1,The girls are getting the volleyball over the net to make a score.,The girls are playing volleyball.,6941
0,A boy is playing in a room full of balls.,A boy is cleaning his room as punishment for misbehaving.,6943
1,"An amorous couple with water in front of them, an old building with ornate pillars in the background.",A couple stands outdoors.,6944
1,A man with a black hat and green jacket on staring intently.,The man in the black hat had a menacing stare.,6949
0,a group of people standing on a small balcony of a large building,one person is asleep on the balcony,6960
